Gene	Category	Pvalue	NrOfVariants	ReviewStatusMean	NumberSubmittersMean	SubmitterCategoriesMean
C6	C3	0.514288696276818	2	0.5	2.0	1.5
C7	C3	0.18144920772142037	4	0.0	2.0	1.0
C9	C3	0.10034824646229068	4	0.0	2.0	1.0
GPIHBP1	C4	0.11718508719813825	9	0.2222222222222222	2.2222222222222223	1.4444444444444444
B3GALNT2	T1	NA	6	0.0	3.6666666666666665	3.0
HACE1	C4	0.21833120109758342	8	0.0	2.0	1.0
LRBA	C2	0.011302708200868539	6	0.0	2.0	1.0
PMM2	C1	1.488548797637934E-4	32	0.875	2.90625	2.1875
ERLIN1	C3	0.18242243945173608	2	0.0	2.0	1.0
NR0B1	I1	NA	23	0.08695652173913046	2.0	1.173913043478261
BBIP1	N1	NA	1	0.0	3.0	1.0
ERLIN2	C3	1.0	2	0.0	2.0	1.0
LYZ	C2	0.03475558435961612	5	0.0	2.0	1.0
CP	C2	0.026120893085748387	43	0.04651162790697676	2.1627906976744184	1.0930232558139534
GRIN2B	C1	2.3517955810903324E-5	32	0.6875	2.0625	1.78125
COL1A1	C3	0.13042658900539716	90	0.4222222222222223	2.022222222222222	1.4555555555555555
SETX	C1	0.0015874975506126043	18	0.3888888888888889	2.2222222222222223	1.5555555555555556
CYP2C9	N1	NA	1	0.0	2.0	1.0
COL1A2	C2	0.01151775183712056	56	0.4285714285714284	2.0	1.4285714285714284
SASS6	N1	NA	1	0.0	2.0	1.0
DCHS1	C4	0.189927253192394	5	0.0	2.0	1.0
LRSAM1	T1	NA	9	0.5555555555555556	2.111111111111111	1.5555555555555556
HEXB	C4	0.26156306032461274	16	0.8125	2.1875	1.875
HEXA	C1	7.803053760712109E-4	60	0.4666666666666666	2.316666666666667	1.6
LITAF	C2	0.015333162113602805	10	0.20000000000000004	2.6	1.2
TRIOBP	C4	0.05619711191879373	7	0.14285714285714288	2.0	1.1428571428571428
PQBP1	C3	0.5688114004133373	8	0.5	2.375	1.875
IKBKB	N1	NA	2	0.0	2.0	1.0
NIPBL	C4	0.7203927754919803	222	0.9684684684684686	2.0495495495495497	1.9864864864864864
TUBA1A	C2	0.02927250918630453	32	0.84375	2.3125	1.9375
FLVCR1	C3	0.26892498051161984	3	0.0	2.0	1.0
FLVCR2	C4	0.08664285276521222	5	0.2	2.0	1.2
IKBKG	I1	NA	15	0.20000000000000004	2.2	1.2666666666666666
APPL1	C3	0.38787662641795806	2	0.0	2.0	1.0
ELOVL4	C3	0.2482130789899235	4	0.0	2.0	1.0
ARG1	C4	0.3284431480551784	2	0.0	2.0	1.0
ELOVL5	C3	1.0	2	0.0	2.0	1.0
NSUN2	T1	NA	3	0.0	2.0	1.0
RIPK4	C3	0.6325087952958084	3	0.0	2.0	1.0
NIPA1	C3	0.2842146925863076	3	0.0	2.0	1.0
RRAS2	N1	NA	1	0.0	2.0	1.0
EMP2	C3	0.763024600552995	3	0.0	2.0	1.0
F2	C1	8.038284433273812E-4	14	0.07142857142857144	2.142857142857143	1.1428571428571428
SUMF1	C1	0.0069902105792971625	15	0.13333333333333336	2.1333333333333333	1.2666666666666666
F5	C4	0.1384718925586158	12	0.08333333333333331	2.1666666666666665	1.4166666666666667
F7	C4	0.11857143244439317	8	0.125	2.0	1.125
F8	C2	0.03903753954256162	198	0.010101010101010107	2.01010101010101	1.0252525252525253
F9	C2	0.010023908319193753	71	0.014084507042253534	2.0422535211267605	1.0422535211267605
ADSSL1	C3	0.23533326650958575	2	0.0	2.0	1.0
PMP2	N1	NA	1	1.0	2.0	2.0
DLD	C1	0.007691605769697074	14	0.42857142857142855	2.2142857142857144	1.5714285714285714
SLC29A3	C2	0.01182938010945167	15	0.2666666666666667	2.066666666666667	1.3333333333333333
FH	C1	1.1965077490339038E-4	95	1.0526315789473684	2.421052631578947	2.0210526315789474
RNASEL	C3	0.9272644735252321	2	0.0	2.0	1.0
SEZ6	N1	NA	1	1.0	2.0	2.0
UNG	N1	NA	1	0.0	2.0	1.0
RECQL4	C4	0.1472637023017862	30	0.2666666666666667	2.1	1.6666666666666665
GLRA1	C4	0.27018540349692677	22	0.0	2.5454545454545454	1.0
PROKR2	C4	0.06828647519520148	11	0.36363636363636365	2.1818181818181817	1.5454545454545454
UCP3	C3	0.6876728942554106	3	0.0	2.0	1.0
PMS2	C1	0.0023588258293445463	129	1.9224806201550373	2.69767441860465	2.0310077519379846
DMD	C1	0.003346791094545609	381	0.6299212598425202	2.1601049868766413	1.9790026246719161
EVC2	C4	0.13784031985137413	12	0.16666666666666669	2.0	1.4166666666666665
SLC16A1	C4	0.264291523733981	12	0.08333333333333331	2.0833333333333335	1.1666666666666667
GK	C4	0.11718508719813825	6	0.0	2.0	1.0
STAT1	C2	0.03116913049139447	26	0.03846153846153847	2.0384615384615383	1.0769230769230769
STAT2	C3	0.5838824207703652	2	0.0	2.0	1.0
STAT3	C1	1.1930788514358248E-4	26	0.7692307692307693	2.4615384615384617	1.8846153846153846
VWA3B	N1	NA	1	0.0	2.0	1.0
GATAD2B	I1	NA	4	0.5	2.0	1.5
TTLL5	C4	0.2344235860583055	5	0.0	2.0	1.0
LYRM7	C3	0.3447042220069577	5	0.0	2.0	1.0
MPLKIP	C3	0.30817954746705434	6	0.16666666666666669	2.0	1.3333333333333333
MYLK2	C3	0.9684745247203704	4	0.75	2.75	2.0
HR	T1	NA	8	0.0	2.0	1.0
HNMT	C3	0.12239001709522457	2	0.0	2.0	1.0
STK11	C3	0.5845515782521138	63	0.7301587301587305	2.0952380952380953	1.7142857142857144
SMCHD1	C3	0.3016995824783477	3	0.0	2.0	1.0
KPNA7	N1	NA	1	1.0	2.0	2.0
PMPCA	C2	0.010160904487408473	5	0.0	2.2	1.6
SLC25A42	N1	NA	1	1.0	2.0	2.0
PITX2	I1	NA	10	0.0	2.0	1.1
SLC16A2	I1	NA	23	0.6956521739130435	2.3043478260869565	1.7826086956521738
ZNF687	C3	0.17483615255920237	2	0.0	2.0	1.0
PITX1	I1	NA	2	0.0	2.0	1.0
PITX3	N1	NA	1	0.0	2.0	1.0
VPS33B	C2	0.049071175456275706	7	0.0	2.0	1.0
FOXP3	I1	NA	11	0.2727272727272727	2.0	1.2727272727272727
TUBA4A	C4	0.14954135458461526	6	0.0	2.0	1.0
FOXP2	C4	0.08813545414463464	8	0.25	2.375	1.375
FOXP1	I1	NA	11	0.8181818181818181	2.0	1.9090909090909092
MAG	C3	0.5781845785844004	2	0.0	2.0	1.0
MAF	C4	0.5350219719251926	14	0.07142857142857144	2.5	2.142857142857143
MAK	C1	0.008774879097195876	6	0.0	2.0	1.5
FSCN2	N1	NA	1	0.0	4.0	3.0
DSC2	C4	0.9141664478244584	18	0.8888888888888888	2.5555555555555554	2.0
DSC3	N1	NA	1	0.0	2.0	1.0
RNASEH2C	C2	0.04330814281079198	4	0.25	2.0	1.5
RNASEH2B	C3	0.20301710604921375	3	0.33333333333333337	2.0	1.3333333333333333
RNASEH2A	C1	0.0058157102691972495	12	0.0	2.4166666666666665	1.0
ARL6	C1	0.008780675614148636	8	0.125	2.0	1.25
MAX	I1	NA	5	1.0	2.2	2.2
GLIS3	C3	0.8533074196871153	4	0.0	2.0	1.0
TNFRSF11B	C4	0.5325042685883556	6	0.33333333333333337	2.0	1.3333333333333333
TNFRSF11A	C4	0.297022219542586	9	0.0	2.0	1.0
ACAT1	C2	0.032713923623363006	22	0.5454545454545455	2.0454545454545454	1.5909090909090908
GLIS2	C3	0.43857802608099994	2	0.0	2.5	1.0
PMVK	N1	NA	2	0.0	2.0	1.0
CPA6	C3	0.6477916648293116	1	1.0	2.0	2.0
KL	N1	NA	1	0.0	2.0	1.0
SRD5A2	C4	0.29079259694392623	15	0.06666666666666668	2.066666666666667	1.2
SRD5A3	C1	0.006536161174242716	7	0.42857142857142855	2.2857142857142856	1.4285714285714286
GFPT1	C3	0.9202116773235596	2	0.0	2.0	1.0
EEF2	N1	NA	1	0.0	2.0	1.0
MCC	C3	0.4374860760234712	2	0.0	2.0	1.0
FOXN1	C3	0.6015081344405899	2	0.0	2.0	1.5
AICDA	C1	0.004975093797900398	12	0.3333333333333333	2.0833333333333335	1.25
TUBGCP6	C4	0.26696846906993466	8	0.25	2.0	1.25
TUBGCP4	C3	0.47220584396524934	3	0.33333333333333337	2.0	1.3333333333333333
MYD88	C3	0.08132266939643185	4	0.25	2.0	1.25
POMT2	C1	8.257962639430794E-4	24	0.5416666666666667	2.2916666666666665	1.5833333333333333
ARHGAP11A	N1	NA	1	1.0	2.0	2.0
CNTNAP2	C4	1.0	16	0.625	2.1875	2.0
CNTNAP1	I1	NA	4	0.0	2.0	1.25
FHL1	C1	0.0017386004954361711	15	0.06666666666666668	2.0	1.0666666666666667
POMT1	C1	0.0012219943369403685	26	0.7307692307692307	2.3076923076923075	1.8076923076923077
COX4I2	N1	NA	1	0.0	2.0	1.0
WISP3	C4	0.33397359484935163	11	0.1818181818181818	2.0	1.1818181818181819
PIK3CD	C3	0.09191986817557884	4	0.25	2.5	1.5
MRPL3	N1	NA	1	0.0	2.0	1.0
DSE	N1	NA	1	0.0	2.0	1.0
ZNF644	T1	NA	3	0.0	2.0	1.0
SPG11	C2	0.04547631876956959	102	0.1764705882352941	2.245098039215686	1.2647058823529411
DSP	C4	0.11354532337482592	106	0.8679245283018869	2.367924528301887	1.8773584905660377
DST	C3	0.27794930530387085	3	0.0	2.0	1.0
FOXL2	I1	NA	26	0.03846153846153847	2.230769230769231	1.1923076923076923
VPS37A	N1	NA	1	0.0	2.0	1.0
SLC25A16	N1	NA	1	1.0	2.0	2.0
SLC25A15	C1	0.002478176461793935	17	0.05882352941176469	2.588235294117647	1.1176470588235294
PIK3CA	C3	0.3162326872657071	28	0.28571428571428575	2.7142857142857144	2.0
NPC1	C1	7.0086970422877926E-6	62	0.6774193548387096	2.435483870967742	1.967741935483871
NPC2	C2	0.03597401390063126	16	0.0625	2.5	1.375
SLC25A19	C2	0.03389485352468924	3	0.33333333333333337	2.0	1.3333333333333333
IL1RAPL1	I1	NA	7	0.7142857142857143	2.0	1.7142857142857142
DSG1	C4	0.4013871657117666	7	0.0	2.0	1.0
DSG2	C1	8.638752104862535E-4	33	1.0606060606060606	3.0909090909090913	2.121212121212121
SLC25A12	N1	NA	2	0.0	2.0	1.0
MET	C2	0.01659630371157861	12	0.33333333333333337	2.25	1.5833333333333333
SLC25A13	C1	0.004207076588403913	19	0.05263157894736842	2.3684210526315788	1.263157894736842
PPP1R15B	N1	NA	1	0.0	2.0	1.0
LRP5	C2	0.03859623956066838	31	0.09677419354838711	2.096774193548387	1.1612903225806452
LRP4	C1	0.0016502967146250214	9	0.0	2.0	1.0
KATNB1	C4	0.8882745344091312	6	0.0	2.0	1.0
LRP2	C4	0.564858455729107	15	0.06666666666666668	2.533333333333333	1.0666666666666667
MFF	N1	NA	4	0.0	2.25	1.5
HSD17B10	C3	0.5049850750938459	7	0.14285714285714288	2.0	1.1428571428571428
LRP6	C4	0.7884279568052048	14	0.5	2.0	1.5
PRIMPOL	N1	NA	1	0.0	2.0	1.0
CECR1	C1	0.0072416739832328325	11	0.0	2.0	1.0
SLC25A26	C3	0.0775552732974516	4	0.0	2.0	1.0
SLITRK1	C3	1.0	2	0.0	3.0	1.0
SLITRK6	C2	0.04252247799805153	3	0.0	3.0	1.0
PCBD1	C3	0.14891467317876583	4	0.0	2.0	1.0
SLC25A20	C4	0.44577691628158544	10	0.4	2.2	1.6
CNNM2	C2	0.014979512318348931	4	0.0	2.0	1.0
SLC25A22	T1	NA	6	0.5	2.0	1.5
CNNM4	C4	0.5218902096879259	7	0.14285714285714288	2.0	1.2857142857142858
CTHRC1	N1	NA	1	0.0	2.0	1.0
MMAA	C4	0.20595806245356274	20	0.25	2.3	1.5
MMAB	C4	0.055049672156638696	19	0.368421052631579	2.6315789473684212	1.631578947368421
C2orf71	C4	0.9824332894340747	7	0.14285714285714288	2.0	1.4285714285714286
MERTK	C4	0.2972049744834394	13	0.38461538461538464	2.0	1.6923076923076923
DHODH	C2	0.019503494948247213	8	0.0	2.0	1.0
SLC25A38	C4	0.4033953048926282	5	0.0	2.0	1.0
PC	C1	1.1186707689636588E-4	19	0.31578947368421045	2.210526315789474	1.3157894736842106
MGP	I1	NA	4	0.0	2.0	1.0
VIPAS39	C4	0.4237107971667936	5	0.0	2.0	1.0
SLC25A32	C3	0.3545394797735013	2	0.0	2.0	1.0
P4HB	N1	NA	1	0.0	2.0	1.0
SPG21	C3	0.13361440253771606	2	0.0	2.0	1.0
SPG20	N1	NA	2	0.5	2.0	2.0
EIF4A3	N1	NA	3	0.0	2.0	1.0
FOXI1	C3	0.07017435014191276	2	0.0	2.0	1.0
POF1B	N1	NA	1	0.0	2.0	1.0
EPHB2	C3	0.7962534147376392	3	0.0	2.0	1.0
SLC34A3	C4	0.541856328053923	8	0.0	2.0	1.0
SLC34A2	T1	NA	3	0.0	2.0	1.3333333333333333
ARSA	C1	1.772298516896642E-4	60	0.65	2.733333333333333	2.083333333333333
MUSK	C2	0.047218421236996044	10	0.4	2.0	1.4
PHYKPL	C3	0.3048487542566546	2	0.0	2.0	1.0
SLC34A1	C4	0.971515989466355	9	0.0	2.0	1.0
HFE2	C4	0.2910325338859351	10	0.2	2.1	1.3
TAS2R16	N1	NA	1	0.0	2.0	1.0
THAP1	C4	0.052325190713998326	5	0.0	2.0	1.0
GNPAT	C3	0.1510236501440958	3	0.33333333333333337	2.3333333333333335	1.6666666666666667
SFRP4	T1	NA	3	0.0	2.0	1.0
MIP	C4	0.41679281184762684	5	0.0	2.0	1.4
ZNF711	N1	NA	1	0.0	2.0	1.0
MMADHC	C4	0.05820549530518093	15	0.13333333333333336	2.2	1.1333333333333333
EPHA2	C3	0.09026925313258749	4	0.25	2.0	1.25
GCDH	C1	0.005153099200333577	32	0.90625	2.34375	2.1875
TMEM87B	N1	NA	1	1.0	2.0	2.0
FOXG1	I1	NA	62	0.8548387096774194	2.354838709677419	2.0806451612903225
PEX11B	N1	NA	1	0.0	2.0	1.0
PIK3R2	C3	0.6674364917098825	2	0.5	3.5	2.0
PIK3R1	C4	0.5042736753035879	13	0.3076923076923077	2.4615384615384617	1.3076923076923077
PIK3R5	N1	NA	1	0.0	2.0	1.0
LARS	T1	NA	3	0.6666666666666666	2.0	1.6666666666666667
SI	C4	0.21086684353114205	9	0.11111111111111108	2.0	1.1111111111111112
PCBP1	N1	NA	1	1.0	2.0	2.0
DYM	C4	0.6813206865296079	13	0.6153846153846154	2.0	1.6153846153846154
ARSE	C4	0.08774326788745068	13	0.3076923076923077	2.3846153846153846	1.4615384615384615
ARSB	C2	0.012989775203092413	17	0.47058823529411764	2.235294117647059	1.7647058823529411
RBM10	N1	NA	1	0.0	2.0	1.0
CLHC1	N1	NA	1	0.0	2.0	2.0
CRADD	N1	NA	1	0.0	2.0	1.0
FOXF1	C3	0.8169613217153913	5	0.39999999999999997	2.0	1.6
RPE65	C2	0.010152106655035853	12	0.08333333333333331	2.9166666666666665	2.6666666666666665
TF	C4	0.08704404746836159	8	0.0	2.0	1.125
TG	C1	0.00126165020473068	11	0.1818181818181818	2.090909090909091	1.3636363636363635
TH	C4	0.10322941596283886	11	0.2727272727272727	2.272727272727273	1.3636363636363635
COL9A1	C3	0.4595425828742936	3	0.0	2.3333333333333335	1.0
COL9A3	N1	NA	1	0.0	2.0	1.0
COL9A2	N1	NA	1	0.0	3.0	1.0
AARS	C4	0.7856838208525847	5	0.8	3.0	2.2
FKBP10	C4	0.5673736341706904	10	0.3	2.0	1.4
FOXE1	C3	0.36118638343462595	4	0.0	2.0	1.0
TNFRSF13B	C4	0.06717543579944107	7	0.42857142857142855	2.2857142857142856	1.8571428571428572
SLC7A14	C3	0.7375200655490171	1	0.0	2.0	1.0
PCSK9	C4	0.47195968600872973	8	0.625	2.0	1.625
IKBKAP	C3	0.17343709580546662	3	0.6666666666666667	3.0	1.6666666666666667
PEPD	C2	0.04076053620183384	13	0.0	2.1538461538461537	1.0
IER3IP1	C3	0.6134313729551665	3	0.0	2.0	1.0
CHRDL1	C4	0.8727801237939118	6	0.0	2.1666666666666665	1.3333333333333333
ARV1	C3	0.9497712193634842	2	0.5	3.0	3.0
HYAL1	N1	NA	2	0.0	2.0	1.0
ACADM	C1	7.880547870056098E-4	66	1.121212121212121	2.6060606060606064	2.0606060606060606
ACADS	C1	0.0012260958605336825	31	1.0	2.6774193548387095	2.193548387096774
AASS	C4	0.15878293030348634	7	0.0	2.0	1.0
ACAD8	C4	0.34775489856751407	7	0.5714285714285714	2.2857142857142856	1.8571428571428572
MME	C3	0.37163831261718006	4	0.0	2.0	1.0
CCDC115	T1	NA	2	0.0	3.0	3.0
CCDC114	C4	0.9025232501776794	5	0.2	2.4	1.4
ACAD9	C1	2.5122867792992665E-5	12	0.75	2.4166666666666665	2.1666666666666665
OSMR	C4	0.28862944106681365	5	0.0	2.0	1.0
MN1	N1	NA	1	1.0	2.0	2.0
ENAM	C3	0.5857884148093631	3	0.0	2.3333333333333335	1.6666666666666667
CRELD1	N1	NA	1	0.0	2.0	1.0
FOXC1	C3	0.41954703025225315	18	0.2222222222222222	2.1666666666666665	1.7222222222222223
SATB2	C3	0.12133525035848225	12	0.8333333333333334	2.1666666666666665	1.9166666666666667
CCDC103	C3	0.43857802608099994	2	0.5	3.5	2.0
IGHMBP2	C4	0.6660887722641875	28	0.6785714285714285	2.5	1.75
IBA57	C3	0.9012247596585798	2	0.0	2.0	1.0
CPN1	N1	NA	1	0.0	2.0	1.0
BCAP31	I1	NA	2	0.0	2.0	1.0
NPM1	N1	NA	4	0.25	2.25	1.5
GCH1	I1	NA	17	0.1176470588235294	2.0	1.1176470588235294
MOG	N1	NA	1	0.0	2.0	1.0
NUBPL	C4	0.4545698364700391	9	0.7777777777777778	2.4444444444444446	1.6666666666666667
GCGR	N1	NA	1	0.0	2.0	1.0
HUWE1	C2	0.021957790792009657	4	0.25	2.0	1.25
CRIPT	C3	0.22067136191984704	3	0.33333333333333337	2.6666666666666665	2.6666666666666665
DSPP	C4	0.14954135458461526	6	0.16666666666666669	2.1666666666666665	1.3333333333333333
PER2	N1	NA	1	0.0	2.0	1.0
ALDH4A1	C3	0.5877238031621291	3	0.0	2.0	1.0
GFI1B	I1	NA	2	0.0	2.5	2.0
XK	I1	NA	3	0.0	2.0	1.0
PER3	C3	0.7508235188990009	2	0.0	2.0	1.0
ZDHHC9	C3	0.17423138824802498	4	0.0	2.0	1.0
TARDBP	C4	0.5338418935166511	20	0.0	2.2	1.0
SAMD9L	C3	0.4412085195058775	2	0.0	2.0	1.0
MPI	C2	0.02789999383395636	7	0.42857142857142855	2.0	1.4285714285714286
MPL	C4	0.096482979899575	12	0.25	2.1666666666666665	1.4166666666666667
CPOX	C1	0.005230216815385047	11	0.0	2.0	1.0
OGDHL	N1	NA	1	1.0	2.0	2.0
MPO	C4	0.4045069199394947	9	0.11111111111111109	2.111111111111111	1.2222222222222223
CCND2	I1	NA	7	0.0	2.857142857142857	1.0
MPZ	C1	0.004354095640358158	63	0.5555555555555557	2.3809523809523805	1.634920634920635
CAPN5	C3	0.26637992334248284	2	0.0	2.0	1.0
DUOXA2	N1	NA	2	0.5	2.0	1.5
SNIP1	N1	NA	1	0.0	2.0	1.0
CAPN3	C2	0.015749808161036216	49	0.9795918367346937	2.387755102040816	1.8979591836734695
BANF1	N1	NA	1	0.0	2.0	1.0
CAPN1	C3	0.5292123672816297	4	0.0	2.0	1.0
PDGFRB	C1	1.8715787847567444E-4	8	0.375	2.5	1.625
PDGFRA	C4	0.86740485254182	10	0.0	2.0	1.0
HFM1	T1	NA	4	0.0	2.0	1.0
CYBB	C4	0.3724558699813696	30	0.4666666666666666	2.533333333333333	1.5666666666666669
CYBA	C4	0.27760541836356356	7	0.0	2.2857142857142856	1.0
RPGRIP1L	C2	0.04044221175679641	27	0.7407407407407408	2.4074074074074074	2.0
KLHL40	C4	0.12091299894640051	5	0.0	2.0	1.0
KLHL41	T1	NA	5	0.0	2.2	1.4
PDGFRL	N1	NA	1	0.0	2.0	1.0
DKC1	C1	1.523668939241718E-4	41	0.09756097560975611	2.7804878048780486	1.170731707317073
CCDC151	C3	0.1509623197602522	2	0.0	3.0	1.0
VCL	C4	0.44542953815712993	14	0.7857142857142857	2.357142857142857	1.8571428571428572
RTN2	N1	NA	1	0.0	2.0	1.0
GCM2	C3	0.12637008658573623	3	0.0	2.0	1.0
VCP	C1	0.004784814381423308	13	0.07692307692307693	2.0	1.1538461538461537
RBM8A	I1	NA	4	0.5	4.0	2.0
NPR2	C4	0.20962247241395449	13	0.0	2.0	1.0
CHAT	C2	0.013811797980877949	11	0.0909090909090909	2.090909090909091	1.0909090909090908
KLHL10	C3	0.13979333686009476	2	0.0	2.0	1.0
NDRG1	C3	0.08326451666355006	4	0.5	2.25	1.5
EBP	I1	NA	40	0.8	2.1	1.85
TAC3	C3	0.5612758361345777	4	0.5	2.25	1.5
CYC1	T1	NA	2	0.0	2.0	1.0
PRODH	C4	0.4545707500833708	8	0.0	2.125	1.375
VARS2	C3	0.06467168750236374	3	0.0	2.0	1.0
ZFHX3	C3	0.32667108863875705	2	0.5	2.0	1.5
VDR	C1	0.0013812562218283864	16	0.0	2.0	1.125
SLC52A2	C1	1.652516979122609E-5	19	0.631578947368421	2.8421052631578947	1.7894736842105263
SLC52A3	C1	0.007174033389658718	28	0.0	2.25	1.0
PHOX2B	C3	0.43857802608099994	2	0.0	2.0	1.0
PHOX2A	N1	NA	1	0.0	2.0	1.0
BMP4	I1	NA	6	0.0	2.0	1.0
GCLC	N1	NA	1	0.0	2.0	1.0
BMP1	T1	NA	6	0.0	2.1666666666666665	1.0
CPS1	C4	0.21838039481391247	9	0.33333333333333337	2.0	1.3333333333333333
FAM175A	C3	0.737315677216418	3	1.0	2.0	2.0
STT3A	N1	NA	1	0.0	2.0	1.0
CYCS	N1	NA	2	0.0	2.0	1.0
TAF4B	N1	NA	1	0.0	2.0	1.0
TAB2	C3	0.14412703481601585	2	0.0	2.0	1.0
STT3B	N1	NA	1	0.0	2.0	1.0
RBM28	N1	NA	1	0.0	2.0	1.0
EDA	C3	0.8015726314717444	72	0.8888888888888888	2.1527777777777777	1.875
LAMC3	N1	NA	1	0.0	2.0	1.0
CHD8	C3	0.15729920705028488	6	1.0	2.0	2.0
CHD7	C3	0.1677809519420026	106	0.9622641509433963	2.0849056603773586	1.9339622641509435
ATP2A2	C2	0.01371083007813323	10	0.0	2.0	1.0
HMGB3	N1	NA	1	0.0	3.0	3.0
MTR	C4	0.10336782948537615	9	0.33333333333333337	2.3333333333333335	1.3333333333333333
LAMC2	C3	0.624206114766406	5	0.2	2.2	1.2
ATP2A1	C4	0.22460869607585987	5	0.39999999999999997	2.0	1.4
CHD2	C4	0.29975837008871486	26	0.1538461538461539	2.1153846153846154	1.1923076923076923
SOBP	N1	NA	1	0.0	2.0	1.0
SEC61A1	T1	NA	2	0.0	2.0	1.0
CPT2	C1	3.8330544075970696E-4	33	0.5757575757575758	2.6363636363636362	1.696969696969697
GATAD1	N1	NA	1	0.0	2.0	1.0
BCKDHA	C2	0.0281418865738432	37	1.054054054054054	2.3243243243243246	1.972972972972973
ARHGEF10	C3	0.6373518882339371	2	0.0	2.5	2.0
MMP2	C2	0.04282560923089129	6	0.5	2.0	1.5
GLRX5	C3	0.624206114766406	5	0.0	2.0	1.0
BCKDHB	C1	4.6866482462015746E-4	43	1.0465116279069768	2.2325581395348837	2.0232558139534884
DARS2	C4	0.15699881816054195	14	0.28571428571428575	2.4285714285714284	1.2857142857142858
PEX2	C4	0.8676323347781927	7	0.14285714285714288	2.0	1.1428571428571428
PEX1	C4	0.232697643284001	21	0.8571428571428571	2.3333333333333335	2.0
MUT	C2	0.014618376031821478	93	0.7311827956989246	2.21505376344086	1.8387096774193548
MMP9	N1	NA	1	0.0	2.0	1.0
TRDN	C3	0.6434288435636206	3	0.0	2.0	1.0
PEX7	C4	0.12315070478654255	17	0.6470588235294118	2.8823529411764706	1.8235294117647058
TBC1D4	N1	NA	1	0.0	2.0	1.0
PEX6	C2	0.035698310618446194	16	0.6875	2.125	1.75
CDHR1	C3	0.22949314873258342	4	0.75	2.0	2.0
IRF1	C3	0.6985353583033387	2	0.0	2.0	1.0
PEX5	C3	0.9424675874144188	3	0.33333333333333337	2.3333333333333335	1.6666666666666667
IRF7	T1	NA	2	0.0	2.0	1.0
RBM20	C1	0.004217305785803482	15	1.2	3.066666666666667	2.2666666666666666
IRF8	C3	0.8738446985173733	3	0.33333333333333337	2.0	1.3333333333333333
MVD	C3	0.6055766163353463	2	0.0	2.0	1.0
IRF6	T1	NA	24	0.25	2.0416666666666665	1.3333333333333335
BLVRA	I1	NA	2	0.0	2.0	1.0
MVK	C4	0.09285974841735256	24	0.41666666666666663	2.75	2.1666666666666665
LAMA2	C4	0.10591126393662809	51	0.7843137254901962	2.215686274509804	2.019607843137255
LAMA1	C4	0.3754075429210001	7	0.8571428571428571	2.4285714285714284	2.2857142857142856
PNKP	C4	0.2585762519971382	22	0.8636363636363635	2.409090909090909	2.0
LAMA4	C3	0.11377102445544152	3	0.33333333333333337	2.0	1.3333333333333333
GOSR2	C3	0.4069754134386494	4	0.5	2.5	2.0
LAMA3	T1	NA	6	0.33333333333333337	2.0	1.3333333333333333
ATP2C1	I1	NA	4	0.0	2.0	1.0
ACVR1B	N1	NA	2	0.0	2.0	1.0
HMGCL	C4	0.10563669724121205	7	0.7142857142857143	2.4285714285714284	2.142857142857143
MARVELD2	C3	1.0	2	1.0	2.5	2.5
BMS1	N1	NA	1	0.0	2.0	1.0
APOPT1	C3	0.8311704095417625	4	0.0	2.0	1.0
VHL	C3	0.41587605362368374	143	0.46153846153846206	2.5104895104895104	2.020979020979021
NAA10	C2	0.040423979336908555	8	0.625	2.625	1.875
LAMB3	C2	0.03552277455565411	27	0.37037037037037046	2.1481481481481484	1.3703703703703705
LAMB2	C2	0.015259499218783668	10	0.20000000000000004	2.0	1.3
EGF	N1	NA	1	0.0	2.0	1.0
ATP2B3	T1	NA	5	0.2	2.0	1.8
LAMB1	C3	0.9476539198846313	4	0.0	2.0	1.0
SOD3	N1	NA	1	0.0	2.0	1.0
ACVR2B	C3	0.6340392446515913	2	0.5	2.5	2.0
IRGM	N1	NA	1	0.0	2.0	1.0
SOD1	C2	0.02333454107283406	32	0.09375	2.0625	1.09375
PNKD	C3	0.3634064723370072	3	0.0	2.0	1.0
GLB1	C1	5.4097916008521985E-5	49	0.5714285714285715	2.204081632653061	1.7755102040816326
CCDC170	N1	NA	2	0.0	2.0	2.0
TAF6	C3	0.3254031804801124	2	0.0	3.5	3.0
CCDC174	N1	NA	1	0.0	2.0	1.0
TAF2	N1	NA	1	0.0	2.0	1.0
TAF1	C4	0.1050361637679802	6	0.0	2.0	1.0
TRIO	C4	0.1400165031971693	7	0.0	2.0	1.0
GLDC	C1	0.003155190299799382	85	0.011764705882352957	2.0588235294117645	1.964705882352941
MYT1L	I1	NA	3	0.33333333333333337	2.0	1.3333333333333333
DCAF8	N1	NA	1	0.0	2.0	1.0
ABAT	C2	0.022315441826077476	5	1.0	2.2	2.2
ABCA12	C4	0.24019466865806316	17	0.588235294117647	2.0588235294117645	1.6470588235294117
ABCA13	N1	NA	1	1.0	2.0	2.0
ENO3	C3	0.39152793387889706	2	0.0	2.0	1.0
DCAF6	N1	NA	1	1.0	2.0	2.0
GLE1	C3	0.19705072187931127	4	0.0	2.25	1.5
GCSH	N1	NA	3	0.6666666666666666	2.0	2.0
MYC	C3	0.7848459489828636	4	0.0	2.0	1.0
CYP1B1	C2	0.010722098267114788	14	0.42857142857142855	2.642857142857143	1.8571428571428572
PLCE1	C4	0.19825639744335732	9	0.0	2.0	1.0
