Gene	Category	Pvalue	NrOfVariants	ReviewStatusMean	NumberSubmittersMean	SubmitterCategoriesMean
POLE	N1	NA	361	1.033240997229917	2.0997229916897506	1.994459833795014
POLH	C4	0.38134494287122966	14	0.42857142857142855	2.142857142857143	1.5
TSHB	C3	0.07070114486598289	4	0.25	2.0	1.25
HIBCH	C4	0.13335222149549242	9	0.2222222222222222	2.2222222222222223	1.5555555555555556
POLG	C1	0.0	279	1.064516129032258	2.4372759856630815	2.017921146953405
SCYL1	C3	0.47048642205878966	4	0.0	2.0	1.0
FGB	C4	0.43330608608997345	20	0.4000000000000001	2.05	1.45
FGA	C4	0.8590896488745454	22	0.22727272727272735	2.0454545454545454	1.272727272727273
TSFM	C3	0.3151680052692146	12	0.6666666666666667	2.25	2.0
JAGN1	C4	0.13476889087287092	8	1.0	2.625	2.625
PDE4D	C2	0.01639140103848047	13	0.07692307692307694	2.0	1.2307692307692308
FGG	C4	0.06870798106090892	17	0.0	2.0	1.0
CTPS1	N1	NA	1	0.0	2.0	1.0
ARID1A	C4	0.624206114766406	28	0.42857142857142855	2.107142857142857	1.8571428571428572
ARID1B	C2	0.019933651344159253	110	0.8363636363636365	2.036363636363636	1.927272727272727
UPK3A	N1	NA	4	0.25	2.0	1.25
EHHADH	N1	NA	1	0.0	2.0	1.0
DOCK2	I1	NA	3	0.0	2.0	1.3333333333333333
FAN1	C3	0.1812183440603532	2	1.0	2.0	2.0
TSEN34	N1	NA	13	0.9230769230769231	2.230769230769231	1.9230769230769231
HPGD	C2	0.011445919635635793	7	0.14285714285714288	2.0	1.1428571428571428
POMP	N1	NA	1	0.0	2.0	1.0
LCAT	C4	0.39397175017198816	17	0.0	2.0	1.0
SPG7	C2	0.045238270987075	95	1.1473684210526316	2.3473684210526313	2.0105263157894737
KRT86	T1	NA	10	0.0	2.6	2.6
KRT85	N1	NA	1	0.0	3.0	3.0
DLL3	C4	0.4439943760230096	22	0.5909090909090909	2.1363636363636362	1.727272727272727
KRT83	C3	0.17423138824802498	3	0.33333333333333337	2.0	2.0
HSPD1	C3	0.5558710309294272	22	1.0	2.272727272727273	1.9090909090909092
DLL4	I1	NA	9	1.0	2.6666666666666665	2.6666666666666665
ACAN	C3	0.21352435403618264	6	0.33333333333333337	2.0	1.5
PDE6D	N1	NA	1	0.0	2.0	1.0
PDE6C	C4	0.051693669824596666	41	0.6829268292682927	2.073170731707317	1.6829268292682928
PDE6B	C4	0.213466514123533	42	0.6904761904761904	2.119047619047619	1.9047619047619047
PDE6A	C4	0.6148098802339098	32	0.8125	2.0625	1.875
SASH1	N1	NA	1	0.0	2.0	2.0
PDE6H	N1	NA	1	0.0	4.0	3.0
LCA5	C4	1.0	11	0.7272727272727273	2.3636363636363638	1.9090909090909092
DTNBP1	C3	0.12133525035848225	21	0.7619047619047619	2.1904761904761907	1.9047619047619047
NYX	I1	NA	24	0.08333333333333333	2.125	2.0416666666666665
GDAP1	C4	0.14498239898245224	37	0.7027027027027027	2.3513513513513518	1.810810810810811
TSHR	C1	0.001119096736083458	47	0.17021276595744675	2.0425531914893615	1.4468085106382977
POMC	C3	0.3960658207089378	9	0.33333333333333337	2.0	1.3333333333333333
PMP22	T1	NA	33	0.5757575757575757	2.454545454545454	1.6666666666666665
POMK	C4	0.11713304304003169	7	0.28571428571428575	2.0	1.2857142857142858
NDST1	T1	NA	4	0.0	2.0	1.0
KIAA1109	N1	NA	2	0.5	2.0	2.0
SYNGAP1	C3	0.7947611906465479	39	0.8205128205128206	2.128205128205128	2.0256410256410255
TBK1	C4	0.5229032345126707	8	0.125	2.0	1.125
AKT2	C3	0.36396207510247724	6	0.5	2.0	1.6666666666666667
AKT3	C3	0.05777957112359733	7	0.0	2.2857142857142856	1.4285714285714286
C3AR1	N1	NA	2	0.0	2.0	2.0
AKT1	T1	NA	24	0.7916666666666667	2.0833333333333335	1.875
MLYCD	C4	0.8614141344963563	15	0.9333333333333333	2.2	1.8
MNX1	I1	NA	3	0.6666666666666666	2.0	1.6666666666666667
PHKA1	C3	0.05222246901274785	9	0.4444444444444444	2.0	1.6666666666666667
PHKA2	C1	4.709617727814974E-4	28	0.5357142857142858	2.0357142857142856	1.5714285714285716
CD2AP	T1	NA	17	0.8235294117647058	2.0	1.8823529411764706
TMEM126A	N1	NA	12	1.1666666666666667	2.25	1.9166666666666667
NOBOX	C4	0.16603579214253505	9	0.33333333333333337	2.0	1.3333333333333333
FAR1	C3	0.3016995824783477	3	0.0	2.0	1.0
ATF6	C4	0.21294627515560127	9	0.8888888888888888	2.7777777777777777	2.4444444444444446
FLG	C4	0.9662701269943418	15	0.8666666666666667	2.3333333333333335	2.0
GATA6	I1	NA	24	0.5	2.125	1.7083333333333335
PDGFB	C3	0.5581846494226574	5	0.0	2.0	1.0
CDCA7	I1	NA	4	0.0	2.0	1.0
GATA4	C2	0.026293042563104163	43	0.4883720930232558	2.1627906976744184	1.7441860465116281
GATA3	C4	0.3717512896455609	15	0.20000000000000004	2.0	1.6
PLA2G6	C1	0.0020478599317670376	83	0.9156626506024097	2.1204819277108435	1.9518072289156625
GATA2	I1	NA	41	0.6829268292682928	2.1219512195121952	1.707317073170732
GATA1	I1	NA	19	0.21052631578947367	2.3684210526315788	1.263157894736842
PLA2G7	N1	NA	4	0.0	2.25	1.75
RNF213	C3	0.632751509740471	1	0.0	2.0	2.0
RNF216	T1	NA	9	0.11111111111111108	2.0	1.3333333333333333
PIP5K1C	N1	NA	1	0.0	2.0	1.0
FUCA1	C4	0.31530245208174523	17	0.4705882352941176	2.0	1.5882352941176472
FN1	C1	0.004273241664802585	7	0.14285714285714288	2.0	1.5714285714285714
NR2F1	C2	0.023313410402655	7	1.0	2.5714285714285716	2.5714285714285716
NR2F2	I1	NA	10	0.20000000000000004	2.0	1.6
VANGL1	N1	NA	6	0.33333333333333337	2.0	1.3333333333333333
QARS	C2	0.04494156200443733	8	0.5	2.0	1.5
F13B	C3	0.794002680192762	6	0.6666666666666666	2.1666666666666665	1.8333333333333333
FAT4	C4	0.28096977201654416	14	0.28571428571428575	2.0	1.2857142857142858
ARHGAP6	C1	1.913767581629422E-6	2	0.0	2.0	2.0
MED17	C3	0.2065072954854249	18	0.6666666666666666	2.0	1.9444444444444444
MECP2	C4	0.1457995791853144	836	0.32057416267942573	2.382775119617224	2.0275119617224875
MED12	C4	0.4344737891007098	146	0.8287671232876711	2.397260273972603	1.952054794520548
CHAF1B	N1	NA	2	0.0	2.0	2.0
ATIC	N1	NA	2	1.5	2.0	1.0
MECOM	I2	NA	4	0.0	2.0	1.25
SMPD1	C1	2.9871740448550455E-5	81	0.8024691358024693	2.28395061728395	1.876543209876543
SLC39A13	N1	NA	6	0.8333333333333334	2.0	1.8333333333333333
SLC39A14	C1	0.00328861430384797	5	0.0	2.0	1.0
DDB2	C3	0.11897189696190036	8	0.0	2.0	1.5
MED23	C1	5.766428069533536E-4	16	0.75	2.0	1.9375
MED25	C3	0.3819975246538905	17	0.9411764705882353	2.235294117647059	1.9411764705882353
SLC7A7	C4	0.12523293615859976	51	0.11764705882352951	2.0	1.9019607843137254
CYP21A2	C4	0.2401678948643533	54	0.7777777777777778	2.481481481481482	1.7962962962962965
SLC7A9	C1	0.009661415312689603	13	0.23076923076923075	2.1538461538461537	1.3846153846153846
PXDN	C3	0.2898387176075081	20	0.75	2.0	1.8
PPARG	T1	NA	16	0.125	2.0625	1.3125
L2HGDH	C4	0.2203968049308439	16	0.5	2.0	1.625
ISPD	C4	0.3714474319018629	25	0.5200000000000002	2.32	1.48
CRB2	C4	0.11476375477075962	8	0.125	2.125	1.25
CRB1	C2	0.04947206048097297	99	0.31313131313131315	2.2121212121212124	2.101010101010101
OAT	C1	0.0014353813565333162	69	0.0579710144927537	2.0869565217391304	1.6376811594202898
SAMD9	N1	NA	1	0.0	2.0	1.0
ATL3	N1	NA	3	0.0	2.0	1.6666666666666667
ATL1	C2	0.014526534364312282	30	0.6	2.466666666666667	1.8
ATP5A1	C3	0.2452781168067728	3	0.33333333333333337	2.0	1.3333333333333333
ABCB11	C4	0.1565294869639502	36	0.9166666666666667	2.111111111111111	1.8333333333333335
EGFR	T1	NA	135	0.2666666666666667	2.0814814814814815	2.037037037037037
NRAS	C4	0.06170669002831275	30	0.8666666666666667	2.5	2.033333333333333
WRN	C4	0.6546493439025097	131	0.793893129770992	2.366412213740458	1.9236641221374047
SPOP	N1	NA	3	0.0	2.3333333333333335	1.6666666666666667
MFN2	C1	2.9743092820888606E-6	104	1.0961538461538463	2.461538461538462	2.019230769230769
ZNF469	C4	0.3633229604059037	62	0.4354838709677419	2.0	1.967741935483871
ZSWIM6	N1	NA	4	1.0	2.25	2.25
IL12RB1	C4	0.4716357876455438	7	0.14285714285714288	2.0	1.1428571428571428
CRBN	T1	NA	10	0.9	2.1	2.0
WNT7A	T1	NA	9	0.2222222222222222	2.0	1.4444444444444444
CENPE	C3	0.6899236014419858	4	0.25	2.0	1.5
COL3A1	C2	0.01572222813036306	575	0.36521739130435066	2.206956521739131	2.0069565217391303
CENPF	C4	0.13102194258350097	6	0.0	2.0	1.0
WT1	C1	0.003380504038837495	61	0.6721311475409835	2.262295081967213	1.7540983606557379
CENPJ	C4	0.8797452005030209	65	1.1076923076923078	2.4307692307692306	2.0615384615384613
TSR2	N1	NA	1	1.0	3.0	3.0
PTF1A	N1	NA	4	0.5	2.0	1.75
CRLF1	C4	0.8895504952480835	16	0.0625	2.1875	1.0625
LIMS2	C3	0.509431083384538	10	0.7000000000000001	2.0	1.7
OLFML2B	C4	0.5059115617039593	8	0.0	2.0	2.0
GMNN	I1	NA	3	1.0	3.0	3.0
ATN1	N1	NA	13	0.5384615384615385	2.076923076923077	1.6923076923076923
PLOD3	C3	0.3361068796542088	2	0.0	2.0	1.0
PLOD2	T1	NA	8	0.5	2.0	1.625
PLOD1	C4	0.30240735697536525	38	0.7894736842105262	2.1052631578947367	1.789473684210526
MTPAP	N1	NA	6	1.3333333333333333	2.6666666666666665	1.8333333333333333
CDKL5	C3	0.1822365537951981	269	0.49814126394052033	2.260223048327138	2.029739776951673
ADIPOQ	N1	NA	1	0.0	2.0	2.0
TBR1	N1	NA	1	1.0	2.0	2.0
FTL	C2	0.01046003066270662	22	0.09090909090909093	2.090909090909091	1.1363636363636362
SLC27A4	C4	0.3890287367585412	24	0.08333333333333336	2.0	1.7916666666666665
COL17A1	C4	0.10932066205677893	23	0.6521739130434782	2.0	1.652173913043478
FTO	T1	NA	4	0.25	2.25	1.75
DLX3	I1	NA	6	0.6666666666666666	2.0	1.6666666666666667
DLX4	N1	NA	1	0.0	2.0	1.0
DLX5	C3	0.7962534147376392	3	0.0	2.3333333333333335	1.6666666666666667
SPATA5	C1	0.004560317215267062	18	0.8333333333333334	2.2777777777777777	2.1666666666666665
CORO1A	C3	0.17971249487899987	3	0.0	2.6666666666666665	2.3333333333333335
SPATA7	C4	0.5185101647418158	17	0.5294117647058824	2.235294117647059	1.7058823529411764
SLC9A3R1	C3	0.4458875494612021	7	0.0	2.0	1.5714285714285714
HNRNPDL	C3	0.37109336952269756	2	0.0	2.0	1.0
PGK1	C4	0.14835782067261372	17	0.1176470588235294	2.0	1.1176470588235294
ZNF423	N1	NA	33	1.0303030303030303	2.090909090909091	1.9696969696969697
SLC14A1	N1	NA	2	0.0	2.0	1.0
FUS	I1	NA	20	0.4	2.0	1.4
HPS1	C4	0.7082810122906028	54	0.7777777777777775	2.5	1.5925925925925928
HPS4	C1	0.008852389434393593	35	0.8857142857142856	2.4285714285714284	1.6857142857142855
HPS3	C4	0.16062076116807233	14	1.0	2.642857142857143	1.7142857142857142
HPS6	C4	0.22779999398822925	16	0.875	2.3125	1.6875
HPS5	C4	0.6100084673269992	25	1.08	2.44	1.8
TMPRSS15	C3	0.4034116055395618	4	0.0	2.0	1.25
TBXAS1	C4	0.10898677647714983	9	0.6666666666666666	2.111111111111111	1.7777777777777777
DMXL2	N1	NA	1	0.0	2.0	1.0
ACO2	C4	0.05121235118422063	22	0.9545454545454546	2.227272727272727	1.8636363636363635
SNAP25	C2	0.02845973691631054	2	0.5	2.0	1.5
CIITA	T1	NA	30	0.0	2.0	1.9
MCFD2	C4	0.22085013188806812	5	0.0	2.0	1.0
ITGB4	C4	0.11541084379953581	14	0.28571428571428575	2.142857142857143	1.3571428571428572
ITGB3	C4	0.16153759777574384	21	0.4285714285714285	2.0476190476190474	1.4761904761904763
ITGB2	C4	0.15926384392847615	39	0.025641025641025626	2.051282051282051	1.6923076923076923
RMND1	C3	0.794002680192762	18	0.44444444444444436	2.1666666666666665	2.111111111111111
TSPAN12	C2	0.02423569535069303	15	0.20000000000000004	2.0	1.2666666666666666
RLBP1	C4	0.242882793774448	9	0.7777777777777778	2.111111111111111	1.6666666666666667
CDC73	C3	0.5522142220341504	37	0.43243243243243246	2.081081081081081	1.6216216216216215
ALAD	C4	0.4447791870530864	7	0.0	2.0	1.0
ZNF408	C3	0.42919530044034926	13	0.15384615384615388	2.0	1.6923076923076923
ACP6	N1	NA	2	1.0	2.0	2.0
PGM3	C4	0.05788954887580333	9	0.4444444444444444	2.5555555555555554	2.2222222222222223
ACP5	C4	0.325179480098328	5	0.2	2.0	1.2
ITGB6	C4	0.3408250178647193	8	0.25	2.0	1.5
CEP290	C1	2.0355179498110498E-4	196	0.9234693877551021	2.428571428571429	2.010204081632653
SNAP29	C3	1.0	4	0.75	2.0	1.75
PGM1	C4	0.3904601916596214	11	0.1818181818181818	2.0	1.1818181818181819
RMRP	C4	0.6185708464179187	17	0.411764705882353	2.1176470588235294	1.4705882352941178
ITGA3	C3	0.47048642205878966	4	0.5	2.0	1.5
ATRX	C1	0.006893692758694114	98	0.7448979591836734	2.306122448979592	1.8775510204081631
SPTB	T1	NA	54	0.7777777777777778	2.0	1.7962962962962965
LRTOMT	C4	0.29795306160816737	17	0.823529411764706	2.1176470588235294	1.8235294117647058
RRM2B	C1	2.7710193560959162E-5	58	0.4137931034482759	2.275862068965517	1.4827586206896555
IMPAD1	C2	0.03038282197657749	4	0.0	2.0	1.0
MYO3A	C3	0.6234333413821047	101	1.227722772277228	2.2475247524752477	1.99009900990099
ITGA8	C3	0.8235254762690655	4	0.0	2.0	1.0
ITGA7	C3	0.3432525624360312	53	1.1886792452830188	2.471698113207547	2.0
ITGA6	N1	NA	1	1.0	2.0	2.0
FXN	C3	0.13559300126630247	17	0.5294117647058824	2.176470588235294	1.4705882352941178
PRPS1	C4	0.16853908726660904	31	0.45161290322580655	2.4193548387096775	1.5161290322580647
FOXRED1	C4	0.05375670497585916	32	0.90625	2.09375	1.90625
EHBP1	N1	NA	1	0.0	2.0	1.0
CDC42	T2	NA	3	0.6666666666666666	2.0	1.6666666666666667
CDC45	C4	0.20885288193211027	8	0.0	2.0	1.0
PHKG2	T1	NA	14	0.6428571428571429	2.0714285714285716	1.7142857142857142
HNRNPA1	T1	NA	30	0.03333333333333334	2.0	1.9
NTRK1	C4	0.22479909925003938	36	0.6666666666666666	2.25	1.6666666666666665
TBX1	C3	0.44817610605960234	14	0.5	2.0	1.7857142857142858
NTRK2	N1	NA	3	0.33333333333333337	2.0	1.6666666666666667
CIZ1	N1	NA	3	0.6666666666666666	2.0	1.6666666666666667
NAGA	C4	0.31200307539903205	10	0.7	2.2	1.9
SYT14	N1	NA	3	0.33333333333333337	2.0	1.6666666666666667
TBX6	C4	0.11574436842983582	13	0.8461538461538461	2.230769230769231	2.076923076923077
TBX5	I1	NA	43	0.8604651162790699	2.186046511627907	1.930232558139535
TBX4	C3	0.7815112949987135	7	0.5714285714285714	2.0	1.5714285714285714
TBX3	C3	0.22067136191984704	7	0.5714285714285714	2.0	1.7142857142857142
SUGCT	C3	0.1809006041742659	5	0.0	2.0	1.4
MYO1E	N1	NA	1	0.0	2.0	1.0
PINK1	C4	0.14697541049595686	5	0.39999999999999997	2.0	1.6
SUCLA2	C1	0.0034623216822669	33	1.0303030303030303	2.242424242424242	1.878787878787879
STUB1	T1	NA	8	0.125	2.0	1.125
CD247	I1	NA	6	0.16666666666666669	2.0	1.3333333333333333
DMGDH	N1	NA	1	0.0	2.0	1.0
SMARCAL1	C1	0.001397285189040809	29	0.8965517241379312	2.1379310344827585	1.7586206896551724
SMARCB1	C3	0.7150006546880894	33	0.48484848484848503	2.121212121212121	1.6969696969696968
ACTB	C4	0.0645050963076319	27	0.25925925925925924	2.666666666666667	2.074074074074074
C1GALT1C1	I1	NA	5	0.0	2.0	1.0
HERC2	N1	NA	14	0.7142857142857142	2.0	1.7857142857142858
HERC1	C3	0.5169370442644899	4	0.5	2.5	2.0
OPHN1	I1	NA	31	1.0	2.258064516129032	1.967741935483871
PIEZO2	C1	0.00418623331382173	61	0.6557377049180327	2.1311475409836067	2.0491803278688527
PIEZO1	T1	NA	15	0.20000000000000004	2.066666666666667	1.2666666666666666
ALG8	C3	0.1295578784361322	19	1.0526315789473684	2.263157894736842	1.8421052631578947
KCTD19	N1	NA	1	1.0	2.0	2.0
ALG9	C3	0.11092848990980253	11	0.8181818181818181	2.1818181818181817	1.9090909090909092
ACTN3	N1	NA	1	0.0	2.0	1.0
ALG6	C4	0.4107626155966929	18	0.8333333333333333	2.5	1.8888888888888888
ACTN2	C4	0.229215965551679	193	1.1917098445595853	2.5336787564766854	1.994818652849741
ACTN1	C1	0.0015139441804856713	6	0.0	2.0	1.0
ALG2	C3	0.718347758347887	13	0.8461538461538461	2.1538461538461537	1.6923076923076923
TALDO1	T1	NA	3	0.33333333333333337	2.0	1.3333333333333333
ALG3	C4	0.05208541047646542	9	0.4444444444444444	2.0	1.4444444444444444
MOGS	C2	0.04734781575293823	15	0.8	2.2	1.9333333333333333
CSNK1D	T1	NA	2	0.0	2.0	1.0
MYO7A	C1	0.001850999148906407	387	1.0387596899224807	2.235142118863049	2.0051679586563305
ALG1	C4	0.6002140362088643	25	0.8400000000000001	2.2	1.8
ACTN4	C3	0.2703441406547802	23	0.826086956521739	2.0	1.826086956521739
KCNK17	N1	NA	3	0.0	2.0	2.0
KCTD17	N1	NA	1	0.0	2.0	1.0
SLC45A2	C4	0.1743774925657431	21	0.6190476190476191	2.1904761904761907	1.8571428571428572
EPB42	C4	0.11019677438059705	23	0.5217391304347827	2.0869565217391304	1.5217391304347825
EPAS1	C3	0.07070114486598289	3	0.0	2.0	1.0
EPB41	C3	0.3661565601940604	3	0.0	2.0	1.3333333333333333
BRIP1	C1	0.002010535815304859	751	1.1597869507323582	2.423435419440743	2.0026631158455395
STAT5B	C3	0.06757726305587042	6	0.6666666666666666	2.0	1.6666666666666667
EGR2	C2	0.010005558888387944	22	0.6363636363636364	2.3181818181818183	1.6818181818181819
RAB27A	C4	0.33197546708273695	10	0.6	2.1	1.7
SMARCA2	C1	1.5522458609473766E-5	57	0.4035087719298244	2.245614035087719	1.526315789473684
SMARCA4	C4	0.11675676226658749	274	0.9525547445255474	2.1605839416058394	1.956204379562044
EXT1	C4	0.21007504078665862	35	0.6857142857142856	2.057142857142857	1.9142857142857141
AIMP1	C3	0.7236736098317631	3	0.33333333333333337	2.0	1.3333333333333333
EXT2	C3	0.7696979437812899	45	0.4888888888888889	2.1333333333333333	1.8888888888888888
MYO5B	C4	0.2769476717146746	7	0.14285714285714288	2.0	1.4285714285714286
CD207	N1	NA	1	0.0	2.0	1.0
GNRH1	N1	NA	2	0.0	2.0	1.0
ERMARD	N1	NA	2	0.5	2.0	1.5
GNRHR	C4	0.08353191210938493	20	0.15000000000000002	2.2	1.5
CHAMP1	I1	NA	12	0.6666666666666667	2.3333333333333335	2.1666666666666665
EPG5	C2	0.041779053740409244	12	0.6666666666666667	2.0833333333333335	1.75
SPTAN1	T1	NA	242	1.0785123966942147	2.2561983471074374	1.9958677685950412
SFTPB	C3	0.8679348744445703	15	1.2	2.2666666666666666	1.9333333333333333
PBRM1	N1	NA	9	0.0	2.0	1.8888888888888888
GAA	C1	2.0552172805043956E-4	143	1.146853146853147	2.5524475524475516	1.979020979020979
SFTPC	C4	0.18010309631968335	11	0.5454545454545454	2.090909090909091	1.4545454545454546
FSHB	C3	0.6434288435636206	6	0.16666666666666669	2.0	1.3333333333333333
KIF7	C4	0.8073622322086783	87	1.0689655172413794	2.4597701149425286	1.8965517241379313
SYN3	C1	0.001665701974628675	2	0.5	2.0	2.0
SYN1	I1	NA	47	1.0	2.234042553191489	1.9574468085106382
GAN	C4	0.17485330689329248	29	0.6206896551724138	2.0344827586206895	1.7241379310344829
FSHR	C1	3.426896749584296E-4	25	0.24	2.16	1.72
DEPDC5	C4	0.07313945014796419	89	0.30337078651685373	2.2134831460674156	1.2696629213483144
DDR2	T1	NA	14	0.7142857142857142	2.0	1.7142857142857142
YAP1	C3	0.08326451666355006	2	0.0	2.0	1.0
GBA	C1	1.5978804945859792E-8	93	0.5698924731182794	2.473118279569893	1.7849462365591398
HSD17B3	C2	0.045990762397547735	17	0.5294117647058825	2.176470588235294	1.5882352941176472
GNAI3	C3	0.12133525035848225	2	0.5	2.5	2.0
HSD17B4	C2	0.01212691074782013	44	1.0	2.3636363636363638	1.772727272727273
RELA	N1	NA	1	1.0	2.0	2.0
CYP17A1	C1	3.124139802745951E-6	25	0.08000000000000002	2.08	1.2
GNAI2	C3	0.16580656019401374	4	0.0	2.0	1.0
DFNB59	C3	0.45812318823541553	22	1.0454545454545454	2.1818181818181817	1.9545454545454546
RELN	C4	0.1403417358694813	145	1.0413793103448272	2.3586206896551722	1.9655172413793103
FAM177A1	N1	NA	1	0.0	2.0	2.0
SHOX	N2	NA	81	0.37037037037037046	2.123456790123457	1.8024691358024694
MGAT2	C4	0.10656835033728063	7	0.42857142857142855	2.2857142857142856	1.5714285714285714
XDH	C3	0.5897983188194744	9	0.7777777777777778	2.111111111111111	1.7777777777777777
PNPLA8	C3	0.5287333251214301	2	0.0	2.0	1.0
VEGFC	I1	NA	2	0.0	2.0	1.0
GCK	C4	0.8409822697021583	150	0.9466666666666664	2.1266666666666665	1.8866666666666667
TTC8	C4	0.663907901877649	22	0.9545454545454546	2.3181818181818183	1.8181818181818181
KITLG	C3	1.0	7	0.0	2.0	1.0
ITCH	N1	NA	2	0.5	2.0	1.5
HNRNPA2B1	N1	NA	5	0.8	2.0	1.8
TCAP	C4	0.1524173367889965	53	1.0188679245283019	2.8301886792452837	2.0
CFHR5	N1	NA	6	0.16666666666666669	2.5	1.1666666666666667
PNPLA6	C2	0.011086079249519654	32	0.5	2.09375	1.5625
RTN4IP1	C3	0.31731050786291404	2	0.0	2.0	1.0
OTC	I1	NA	341	0.10557184750733146	2.129032258064516	2.0645161290322585
PNPLA2	C4	0.2225202735247538	33	0.6969696969696968	2.0303030303030303	1.6666666666666665
AMHR2	N1	NA	1	0.0	2.0	1.0
BUB1B	C4	0.1298025548693551	38	0.44736842105263147	2.1052631578947367	1.9736842105263157
UBE3A	C4	0.6461939899192888	210	0.5095238095238095	2.2523809523809515	1.9904761904761905
MSMO1	T1	NA	3	0.0	2.0	1.0
UBE3B	C4	0.5776132081704084	10	0.4	2.0	1.6
NR3C1	C1	0.0014849606047765418	13	0.0	2.0	1.0769230769230769
COX6A1	N1	NA	1	0.0	2.0	1.0
YARS2	C4	0.05289200415868789	23	0.8695652173913044	2.0869565217391304	1.8695652173913042
ACTG2	C4	0.05669501056445714	16	0.8125	2.9375	2.5625
NR3C2	C4	0.13910076544006433	23	0.34782608695652184	2.0	1.391304347826087
ACTG1	C4	0.051789565295527806	69	0.9130434782608696	2.4492753623188412	1.8695652173913042
CAST	C3	0.11233872582982285	2	0.0	2.0	1.0
CASR	C1	2.0687109302919282E-5	131	0.5648854961832063	2.1068702290076335	1.641221374045801
IL4R	N1	NA	3	0.0	2.0	1.0
CASK	C3	0.19001098064722588	66	0.8484848484848484	2.1363636363636362	1.9545454545454546
MUC3A	N1	NA	1	1.0	2.0	2.0
POU3F4	I1	NA	29	0.5862068965517241	2.0344827586206895	1.6206896551724137
COX6B1	C3	0.08326451666355006	6	0.6666666666666666	2.0	1.6666666666666667
SCNN1G	C3	0.5370939784426416	11	1.4545454545454546	2.727272727272727	2.090909090909091
TBC1D20	T1	NA	7	0.42857142857142855	2.0	1.4285714285714286
SCNN1B	C1	1.2428214073367805E-4	27	0.7777777777777778	2.3333333333333335	1.7037037037037037
EEF1A2	C2	0.03135383035982686	5	0.6	2.2	1.8
SCNN1A	C2	0.012449268882485542	17	0.8823529411764706	2.4705882352941178	1.8235294117647058
TBC1D24	C4	0.08405667648842996	104	1.0192307692307692	2.634615384615385	2.019230769230769
ANKS6	C4	0.9144579851508905	29	0.8275862068965518	2.0	1.8275862068965518
PPIB	C4	0.14036866077167331	7	0.0	2.4285714285714284	2.4285714285714284
CARS2	C3	0.8589549227374823	5	0.2	2.6	2.4
FBN2	C4	0.19237945578482163	438	1.1803652968036522	2.54109589041096	1.9863013698630136
UBIAD1	C1	0.0058058109022237625	10	0.0	2.0	1.0
DIABLO	N1	NA	9	1.0	2.2222222222222223	1.8888888888888888
CACNA1B	N1	NA	1	0.0	2.0	1.0
CACNA1A	C1	2.0410073881904633E-4	120	0.5416666666666666	2.3999999999999995	1.7000000000000004
CACNA1D	T1	NA	39	0.8717948717948718	2.076923076923077	2.0256410256410255
CACNA1C	C1	9.747154835921812E-4	182	1.1043956043956047	2.3901098901098896	2.032967032967033
HOXB13	N1	NA	14	1.0	2.142857142857143	2.0
CACNA1F	C2	0.012870171988647372	28	0.7142857142857143	2.107142857142857	1.75
TMEM240	I1	NA	5	0.0	2.0	1.0
CACNA1E	N1	NA	3	1.0	2.0	2.0
CACNA1H	N1	NA	33	0.7575757575757575	2.0303030303030303	1.8484848484848484
CACNA1G	C3	0.42903956566627277	4	0.75	2.0	1.75
SYCE1	T1	NA	4	0.0	2.0	1.5
CACNA1S	C1	0.00826197661640371	93	0.9032258064516129	2.118279569892473	1.8817204301075268
MORC2	C3	0.3918048546185098	3	0.0	2.0	1.0
TFAP2A	C2	0.0121928486136611	7	0.5714285714285714	2.142857142857143	1.7142857142857142
YARS	C4	0.14741120598552904	15	0.6666666666666667	2.0	1.7333333333333334
TFAP2B	C4	0.1023449884992148	15	0.20000000000000004	2.466666666666667	1.2
CRTAP	C4	0.5875938479556577	12	0.6666666666666667	2.0833333333333335	1.5833333333333333
PDHA1	C3	0.330544121533519	55	0.6727272727272727	2.1818181818181817	1.7636363636363637
SYT2	C3	0.2482130789899235	2	0.0	2.0	1.0
CAV3	C2	0.03647578218041603	74	0.554054054054054	2.8918918918918926	2.2162162162162167
CAV1	T1	NA	9	0.4444444444444444	2.2222222222222223	1.5555555555555556
UBE2A	I1	NA	3	0.33333333333333337	2.0	1.3333333333333333
TMEM231	C4	0.21833425775256565	19	0.7894736842105263	2.473684210526316	2.0
GNAO1	C1	0.005718810837902044	13	0.9230769230769231	2.230769230769231	1.8461538461538463
C8orf37	C3	0.2452781168067728	2	0.0	2.0	1.0
GH1	C4	0.755496874928883	20	0.30000000000000004	2.05	1.35
GNAL	C4	0.10931457620866658	7	0.14285714285714288	2.0	1.1428571428571428
TMEM237	C4	0.6791779901590946	29	0.9655172413793103	2.3448275862068964	1.9655172413793103
UBE2T	T1	NA	2	0.0	2.0	1.0
GNAQ	N1	NA	2	0.0	2.0	1.5
GNB1	C4	0.13332021558962737	9	0.11111111111111109	2.7777777777777777	2.5555555555555554
GNAS	I1	NA	60	0.21666666666666656	2.1166666666666667	1.6499999999999997
GNB4	C3	0.09896015401940561	6	0.6666666666666666	2.0	1.6666666666666667
ALPL	C1	2.807317202503379E-4	50	0.8800000000000001	2.54	2.04
GNB3	C3	0.33371540717678105	2	0.0	2.0	1.0
TCF4	I1	NA	92	1.0217391304347825	2.2282608695652177	2.0217391304347827
TCF3	N1	NA	2	0.5	2.0	1.5
